MOF,rigid,snap_0,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9,snap_10
FUNBOG_clean_min_charges,7.33E-05,6.27E-05,7.15E-05,5.90E-05,6.32E-05,6.57E-05,6.13E-05,6.17E-05,6.93E-05,6.67E-05,,
FUNCAT_clean_min_charges,7.46E-05,7.21E-05,7.59E-05,7.33E-05,7.52E-05,7.32E-05,7.16E-05,7.54E-05,7.71E-05,7.59E-05,,
FUNCEX_clean_min_charges,3.94E-05,4.08E-05,4.14E-05,3.88E-05,4.08E-05,4.03E-05,3.98E-05,3.63E-05,3.94E-05,3.90E-05,,
GACQAE_clean_min_charges,3.84E-05,4.05E-05,4.02E-05,4.10E-05,4.16E-05,4.00E-05,3.95E-05,4.26E-05,4.11E-05,4.20E-05,,
GALCED_clean_min_charges,5.01E-05,3.11E-05,3.17E-05,3.10E-05,2.99E-05,3.07E-05,3.16E-05,3.12E-05,3.18E-05,3.20E-05,,
GAXWEJ_clean_min_charges,0.00025739,0.000404862,0.000642434,0.000639359,0.000389752,0.000543422,0.000538716,0.000683388,0.000393915,0.000401191,,
GAYFUJ_clean_min_charges,4.17E-05,0.000103932,0.000103077,0.000105776,0.000101004,0.000104226,0.000104064,0.00010285,0.000106003,0.000103353,,
GIDKOU_clean_min_charges,0.00117834,0.000358208,0.000311623,0.000300152,0.000268964,0.000290151,0.000272633,0.000354699,0.000321318,0.000298904,,
GIHBII_clean_min_charges,0.00985204,0.0202718,0.0178741,0.0286708,0.0252354,0.024115,0.0183541,0.0239864,0.0196085,0.022523,,
GIMSIG_clean_min_charges,1.85E-05,0.000315401,0.00034508,0.000429041,0.000369777,0.00044118,0.000428842,0.00046555,0.0003166,0.000439609,,
GINLIA_clean_min_charges,0.000290441,0.000368232,0.000339496,0.000364326,0.000329724,0.000331076,0.00033531,0.000330257,0.000349,0.000311742,,
GITWIQ_clean_min_charges,3.70E-05,4.98E-05,5.00E-05,4.94E-05,4.98E-05,4.96E-05,4.95E-05,5.10E-05,4.87E-05,5.10E-05,,
GIZJOP_clean_min_charges,6.71E-05,0.000100667,9.88E-05,9.78E-05,9.89E-05,9.75E-05,9.65E-05,9.99E-05,9.38E-05,9.68E-05,,
GOMRAC_clean_min_charges,0.0107849,10.3079,9.46678,8.46456,12.7333,10.2679,8.48362,8.20186,8.96497,9.24203,,
GOMREG_clean_min_charges,0.0127378,0.0256143,0.0263044,0.0270194,0.0265218,0.025832,0.0273934,0.0254212,0.0261434,0.0267746,,
GULPIN_clean_min_charges,0.000203742,0.000236115,0.000206668,0.000256823,0.000182932,0.000172469,0.000243499,0.000232527,0.000204954,0.000194472,,
GUWDUY_clean_min_charges,7.66E-05,0.00153827,0.00154907,0.0031256,0.00253204,0.00362292,0.00198462,0.00166831,0.00204369,0.00221395,,
GUXLIU_clean_min_charges,0.000139384,0.0576584,0.0565939,0.057733,0.0594672,0.0528882,0.050892,0.0601011,0.0552528,0.0577618,,
GUYLUI01_clean_min_charges,0.000205988,9.49E-05,0.000106236,0.000152212,0.000153432,0.000100519,0.000165131,0.000118838,0.000133903,9.42E-05,,
GUYLUI_clean_min_charges,0.000206466,7.47E-05,9.77E-05,7.35E-05,9.26E-05,9.66E-05,9.56E-05,9.45E-05,6.74E-05,0.000125966,,
HABRIN_clean_min_charges,0.00112296,0.00061819,0.000878937,0.00046353,0.000599123,0.000602663,0.000691075,0.000523924,0.00114291,0.000923292,,
HAFQUC_clean_min_charges,0.000100217,0.000162351,0.000167551,0.000168109,0.000162641,0.000163276,0.000165021,0.000171918,0.000168629,0.000163966,,
HAKWUM_clean_min_charges,1.07E-10,0.00131402,0.00103662,0.000793026,0.000662201,0.000957872,0.000849383,0.000707939,0.00118114,0.000701722,,
HAMJOW_clean_min_charges,0.000141384,0.000197488,0.00016855,0.000219151,0.000217269,0.000166719,0.00016402,0.000190607,0.000162921,0.000195755,,
HEGJUZ_clean_min_charges,8.63E-05,0.000147243,0.000125879,0.000153004,0.000140761,0.000119772,0.000147547,0.000136012,0.000122767,0.000122643,,
HICVUM_clean_min_charges,0.000180303,0.000228894,0.000273672,0.000260882,0.000234267,0.00024651,0.000320584,0.000264749,0.000219625,0.000306513,,
HIFTOG01_clean_min_charges,7.46E-06,0.000159433,0.000124853,0.000138388,0.000174822,0.000129421,0.000186382,0.000134989,0.000127403,0.000123236,,
HIFTOG02_clean_min_charges,5.65E-05,0.00091714,0.000895436,0.000839762,0.00124652,0.00158255,0.000930626,0.00103953,0.000972164,0.000660951,,
HIFTOG_clean_min_charges,5.66E-05,0.000990156,0.000866814,0.00138425,0.00104531,0.0011225,0.00108763,0.00106152,0.00133313,0.000988264,,
HIFVOI_clean_min_charges,4.78E-05,9.53E-05,0.00011758,9.32E-05,9.24E-05,8.95E-05,8.00E-05,0.000112102,9.69E-05,0.000103174,,
