MOF,rigid,snap_0,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9,snap_10
GITWIQ_clean_min_charges,0.000269684,0.000596092,0.00059446,0.00058868,0.000601725,0.000600331,0.000598394,0.000583124,0.000584781,0.000606104,,
GIZJOP_clean_min_charges,0.000583111,0.00101895,0.000972512,0.000977992,0.00105175,0.000978244,0.000967005,0.000996963,0.000930057,0.000988853,,
GOMRAC_clean_min_charges,0.206993,0.62456,0.622261,0.618891,0.625809,0.622594,0.618196,0.619625,0.629541,0.622022,,
GOMREG_clean_min_charges,0.247542,0.833786,0.832633,0.832975,0.837537,0.823274,0.831856,0.829785,0.834711,0.834575,,
GULPIN_clean_min_charges,0.000101929,0.000170309,0.000159247,0.000161289,0.000201531,0.000202729,0.000202132,0.000260146,0.000105463,0.000130963,,
GUWDUY_clean_min_charges,0.000595421,0.000288898,0.00030616,0.000310794,0.00024557,0.00031035,0.000313532,0.000249606,0.00032033,0.000281383,,
GUXLIU_clean_min_charges,1.66E-10,0.00029092,0.000282116,0.000199396,0.000190441,0.000189613,0.000262129,0.000209232,0.00027043,0.000361605,,
GUYLUI01_clean_min_charges,0.000346307,2.38E-06,4.41E-06,1.05E-05,5.34E-06,1.30E-06,1.53E-05,1.19E-05,2.37E-06,6.52E-05,,
GUYLUI_clean_min_charges,0.000381071,5.04E-06,3.66E-05,6.92E-07,2.36E-06,2.24E-06,8.82E-06,1.42E-05,1.68E-06,4.58E-05,,
HABRIN_clean_min_charges,5.68E-07,0.000171005,0.00018706,0.000155622,0.000246995,0.000151891,0.000218146,9.95E-05,0.000127754,0.000111171,,
HAFQUC_clean_min_charges,0.000561474,0.00124934,0.00126814,0.00128507,0.00125425,0.00125122,0.00126099,0.00129821,0.00126907,0.0012695,,
HAKWUM_clean_min_charges,2.58E-27,0.000906371,0.000166431,0.000103888,0.00027327,0.000351711,0.000222006,0.0001213,0.000395362,6.43E-05,,
HAMJOW_clean_min_charges,0.000358907,0.000509983,0.000520625,0.000501443,0.000499976,0.000506369,0.000517753,0.000540599,0.000526657,0.000514063,,
HEGJUZ_clean_min_charges,0.000843597,0.00133065,0.00118175,0.00136358,0.00137057,0.001156,0.00133542,0.00126748,0.00111749,0.0011718,,
HICVUM_clean_min_charges,0.000582125,0.000254337,0.000244132,0.000249075,0.000234645,0.000248166,0.000247108,0.000265614,0.00027238,0.000241959,,
HIFTOG01_clean_min_charges,1.30E-05,1.71E-05,1.72E-05,1.73E-05,1.71E-05,1.74E-05,1.72E-05,1.73E-05,1.74E-05,1.72E-05,,
HIFTOG02_clean_min_charges,0.00010033,0.000200737,0.00018987,0.000193432,0.000205131,0.000194485,0.000193099,0.00020187,0.000208988,0.000196835,,
HIFTOG_clean_min_charges,0.000100838,0.000195796,0.00019929,0.000175602,0.000209805,0.000201369,0.000214547,0.000179935,0.000188396,0.000185853,,
HIFVOI_clean_min_charges,0.000180723,0.000227326,0.000223499,0.000226138,0.000218065,0.000232804,0.000189167,0.000252349,0.000247997,0.000244903,,
