MOF,rigid,snap_0,snap_1,snap_2,snap_3,snap_4,snap_5,snap_6,snap_7,snap_8,snap_9,snap_10
CICYIX_clean_min_charges,1.11E-23,5.31E-13,3.97E-12,8.16E-11,3.82E-10,6.36E-12,3.59E-12,2.46E-12,2.80E-11,1.05E-12,,
CIGYAU_clean_min_charges,2.02E-09,3.50E-14,6.37E-10,9.47E-11,5.05E-07,6.50E-10,5.08E-11,4.67E-09,9.49E-09,5.69E-10,,
COGWEB_clean_min_charges,0.00327525,0.00860843,0.00842605,0.00882255,0.00933115,0.00890593,0.00874029,0.00841606,0.0099949,0.00911156,,
CUHPUR_clean_min_charges,0.00069454,0.00133473,0.00139585,0.0013153,0.00130622,0.00134734,0.0013625,0.00133433,0.0013509,0.001347,,
CUNWEO_clean_min_charges,0.00140764,0.00314521,0.0032541,0.00331421,0.00335058,0.0031524,0.00324727,0.0035641,0.00365411,0.0035874,,
CUNXIS10_clean_min_charges,5.20717,1.57E-06,7.27E-06,5.85E-06,8.43E-06,7.35E-06,3.68E-05,8.92E-06,1.60E-05,7.25E-06,,
CUNXIS_clean_min_charges,6.14588,2.03E-05,9.98E-05,2.43E-05,1.23E-05,1.78E-05,0.00016089,2.07E-05,0.000169066,3.11E-05,,
CUTKOS_clean_min_charges,0.0471419,0.0931876,0.114418,0.096222,0.0897897,0.112305,0.0965191,0.0940933,0.0971964,0.101071,,
CUYHIO_clean_min_charges,1.03E-43,1.23E-05,9.36E-07,1.16E-05,2.01E-07,7.95E-08,4.99E-05,8.62E-06,4.60E-07,6.19E-05,,
DAGDIZ_clean_min_charges,0.00312165,0.0055302,0.00566124,0.00551483,0.00554773,0.00563377,0.00571737,5.99E-03,0.00560509,5.42E-03,,
DAJHUS_clean_min_charges,0.00013442,2.74E-04,0.00021451,1.99E-04,1.96E-04,0.000147729,1.85E-04,1.74E-04,0.00106745,1.02E-04,,
DEGJIK_clean_min_charges,0.0219614,0.0191659,0.0199895,0.0230076,0.0228507,0.0244386,0.0241873,0.0191659,0.0241464,0.0191659,,
DEYLUQ_clean_min_charges,0.00301204,0.0094163,0.00825335,0.00732395,0.00600104,0.00800313,0.00693461,0.0070405,0.00677765,0.00607776,,
